City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country
465,Egvekinot,66.3167,-179.1667,21.97,overcast clouds,91,99,1.32,RU
466,Atar,20.5169,-13.0499,100.45,few clouds,22,17,6.91,MR
467,La Ciotat,43.1748,5.6045,69.69,scattered clouds,74,46,8.61,FR
468,Brigantine,39.4101,-74.3646,50.2,light rain,93,100,33.38,US
469,Dukat,62.55,155.55,17.96,overcast clouds,96,100,3.53,RU
470,Luena,-11.7833,19.9167,65.44,broken clouds,67,81,3.67,AO
471,Saryg-Sep,51.5,95.6,54.0,scattered clouds,37,32,3.96,RU
472,Coahuayana,18.7333,-103.6833,90.3,broken clouds,41,79,8.05,MX
473,Port Hardy,50.6996,-127.4199,48.2,light rain,65,100,8.55,CA
474,Cayenne,4.9333,-52.3333,82.44,broken clouds,1,75,6.91,GF
475,Poso,-1.3959,120.7524,79.3,light rain,85,100,4.56,ID
476,Tual,-5.6667,132.75,84.99,broken clouds,76,52,19.15,ID
477,Buala,-8.145,159.5921,80.15,light rain,85,100,7.09,SB
478,Kalmunai,7.4167,81.8167,83.12,overcast clouds,79,99,3.13,LK
479,Fort Nelson,58.8053,-122.7002,40.59,light rain,65,100,19.57,CA
480,Porto Novo,6.4965,2.6036,80.42,overcast clouds,78,89,6.13,BJ
481,Muskegon,43.3,-86.1334,67.86,clear sky,16,0,11.5,US
482,Sassandra,4.95,-6.0833,82.85,overcast clouds,74,98,8.21,CI
483,Bima,-8.4667,118.7167,76.71,scattered clouds,94,29,3.38,ID
484,Kutum,14.2,24.6667,84.42,broken clouds,8,74,10.22,SD
485,Sao Filipe,14.8961,-24.4956,74.05,scattered clouds,77,49,15.66,CV
486,Mount Gambier,-37.8333,140.7667,50.47,broken clouds,84,68,4.52,AU
487,San Carlos De Bariloche,-41.1456,-71.3082,58.89,overcast clouds,71,92,9.8,AR
488,Roma,43.2128,-75.4557,61.38,clear sky,21,0,8.05,US
489,Sept-Iles,50.2001,-66.3821,41.43,few clouds,48,14,6.91,CA
490,Keokuk,40.3973,-91.3849,67.26,clear sky,45,0,12.66,US
491,Novikovo,51.1537,37.8879,49.33,broken clouds,59,83,4.9,RU
492,Birjand,32.8663,59.2211,70.52,scattered clouds,36,34,14.45,IR
493,Rostock,54.0887,12.1405,59.29,broken clouds,80,52,7.14,DE
494,Tailai,46.3833,123.4,50.72,scattered clouds,33,41,8.5,CN
495,Madang,-5.2246,145.7966,78.03,broken clouds,90,75,3.74,PG
496,Ankara,39.9199,32.8543,50.2,broken clouds,67,80,5.01,TR
497,Hay River,60.8156,-115.7999,32.9,snow,98,100,15.95,CA
498,Hohhot,40.8106,111.6522,47.44,overcast clouds,90,100,0.58,CN
499,Upata,8.0086,-62.3989,84.2,overcast clouds,75,99,3.24,VE
500,Lianzhou,24.7811,112.3825,71.15,overcast clouds,98,100,1.88,CN
501,Ottawa,45.4112,-75.6981,59.88,clear sky,32,0,1.99,CA
502,Lima,-12.0432,-77.0282,73.65,clear sky,80,0,11.5,PE
503,Mantua,45.1667,10.7833,65.44,overcast clouds,81,100,3.0,IT
504,Ahipara,-35.1667,173.1667,56.41,broken clouds,84,80,3.31,NZ
505,Norsup,-16.0667,167.3833,78.94,scattered clouds,74,25,18.16,VU
506,Gigmoto,13.7796,124.39,80.06,scattered clouds,87,28,10.04,PH
507,Vigrestad,58.5667,5.7,46.08,scattered clouds,60,48,27.4,NO
508,Lahaina,20.8783,-156.6825,73.81,overcast clouds,89,100,9.69,US
509,Igarka,67.4667,86.5833,11.26,overcast clouds,82,100,23.85,RU
510,Dingzhou,38.5131,114.9956,47.1,overcast clouds,77,100,5.46,CN
511,Faya,18.3851,42.4509,66.72,scattered clouds,47,34,4.32,SA
512,Guarapari,-20.6667,-40.4975,76.78,clear sky,69,2,12.17,BR
513,Terrace Bay,48.7834,-87.1,42.44,broken clouds,58,81,8.41,CA
514,Meiganga,6.5167,14.3,69.44,light rain,87,100,2.06,CM
515,Marand,38.4329,45.7749,52.7,scattered clouds,57,38,9.4,IR
516,Ende,-8.8432,121.6623,78.12,broken clouds,88,56,2.82,ID
517,Leningradskiy,69.3833,178.4167,19.96,overcast clouds,95,97,2.84,RU
518,Kawalu,-7.3817,108.2082,73.15,overcast clouds,96,99,2.04,ID
519,Airth,56.0683,-3.7699,58.77,broken clouds,75,69,5.48,GB
520,Carolina,18.3808,-65.9574,90.52,scattered clouds,67,40,18.41,PR
521,Talisayan,6.9872,121.9272,80.51,broken clouds,94,75,3.44,PH
522,Fairbanks,64.8378,-147.7164,42.6,mist,94,100,1.01,US
523,Qui Nhon,13.7667,109.2333,77.47,broken clouds,91,83,4.52,VN
524,Staroaleyskoye,51.0061,82.0,41.59,overcast clouds,64,96,5.79,RU
525,Changji,44.0167,87.3167,70.59,overcast clouds,52,100,11.18,CN
526,Olga,43.7444,135.2892,44.58,few clouds,56,21,11.61,RU
527,Clarence Town,-32.5833,151.7833,52.86,overcast clouds,73,99,4.23,AU
528,Mitsamiouli,-11.3847,43.2844,81.32,broken clouds,77,76,6.89,KM
529,Sokolo,14.7328,-6.1219,105.49,broken clouds,12,73,6.6,ML
530,Suoyarvi,62.0833,32.35,50.9,clear sky,64,7,13.22,RU
531,Saint George,37.1041,-113.5841,85.78,clear sky,16,0,13.8,US
532,Adrar,20.5022,-10.0711,101.07,scattered clouds,10,35,5.12,MR
533,Gordeyevka,52.9569,31.9703,53.1,overcast clouds,74,100,8.7,RU
534,Castelletto Sopra Ticino,45.72,8.6336,62.19,light rain,87,96,1.01,IT
535,Zyryanka,65.75,150.85,27.84,light snow,97,100,8.9,RU
536,Skibbereen,51.55,-9.2667,56.1,overcast clouds,80,100,5.53,IE
537,San Luis,-33.295,-66.3356,76.68,clear sky,26,10,14.41,AR
538,Arawa,-6.2132,155.5367,77.0,overcast clouds,91,99,1.81,PG
539,Mayor Pablo Lagerenza,-19.9309,-60.7718,88.47,clear sky,29,0,3.56,PY
540,Candelaria,13.9311,121.4233,81.39,clear sky,90,10,6.08,PH
541,Lucea,18.451,-78.1736,82.85,clear sky,66,5,4.38,JM
542,Maluso,6.543,121.8753,80.69,overcast clouds,82,85,0.29,PH
543,Lasa,46.6166,10.7002,54.48,overcast clouds,93,99,4.59,IT
544,Paamiut,61.994,-49.6678,34.23,scattered clouds,85,28,12.03,GL
545,Imeni Poliny Osipenko,52.4201,136.4853,28.11,clear sky,92,1,4.03,RU
546,Sojat,25.9167,73.6667,92.89,clear sky,14,2,6.89,IN
547,Kamarion,36.8,25.8167,60.39,scattered clouds,80,48,19.98,GR
548,Luanda,-8.8368,13.2343,78.8,few clouds,89,20,5.75,AO
549,Kamenka,51.3223,42.7678,46.62,clear sky,52,4,7.36,RU
550,Onega,63.9061,38.1404,50.23,few clouds,73,12,12.1,RU
551,Santa Fe,-31.6333,-60.7,76.01,light rain,64,71,8.01,AR
552,Yankton,42.8711,-97.3973,71.11,overcast clouds,60,100,28.77,US
553,Hithadhoo,-0.6,73.0833,84.2,broken clouds,76,66,14.94,MV
554,Clearwater,27.9659,-82.8001,86.14,light rain,71,75,14.97,US
555,Sidi Ali,36.0998,0.4206,64.67,overcast clouds,55,91,8.16,DZ
556,Sokoto,13.0609,5.239,99.46,overcast clouds,22,100,7.38,NG
557,Horizontina,-27.6258,-54.3078,69.24,overcast clouds,56,89,1.39,BR
558,Blora,-6.9698,111.4186,76.68,broken clouds,91,58,1.48,ID
559,Gayny,60.3071,54.3241,45.79,broken clouds,73,66,6.02,RU
560,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,89.4,scattered clouds,66,40,3.44,BR
561,Davila,18.4726,120.5763,80.58,overcast clouds,78,99,6.29,PH
562,Bemidji,47.4736,-94.8803,73.06,scattered clouds,39,40,23.02,US
563,Eyl,7.9803,49.8164,83.84,scattered clouds,78,40,15.39,SO
564,Kupino,54.3663,77.2981,38.34,broken clouds,46,54,5.93,RU
565,Kongolo,-5.3833,27.0,76.96,light rain,77,62,3.13,CD
566,Nalut,30.3333,10.85,73.53,clear sky,21,3,15.88,LY
567,Le Port,-20.9373,55.2919,73.4,scattered clouds,73,47,9.78,RE
568,Sao Felix Do Xingu,-6.6447,-51.995,89.96,scattered clouds,50,28,5.39,BR
569,Tarakan,3.3,117.6333,80.56,overcast clouds,81,100,5.28,ID
570,Darhan,49.4867,105.9228,45.25,clear sky,65,2,7.52,MN
571,Ayia Galini,35.1,24.6833,61.75,clear sky,73,10,2.98,GR
572,Chumikan,54.7183,135.315,28.9,clear sky,83,7,9.17,RU
573,Muncar,-8.4333,114.3333,77.68,scattered clouds,91,37,0.38,ID
574,Libreville,0.3925,9.4537,79.02,overcast clouds,85,99,6.06,GA
575,Taree,-31.9,152.4667,51.73,broken clouds,82,76,5.75,AU
576,Iranshahr,27.2025,60.6848,95.34,clear sky,24,4,11.5,IR
577,Puertollano,38.6871,-4.1073,74.16,clear sky,40,9,4.32,ES
578,Comodoro Rivadavia,-45.8667,-67.5,73.26,clear sky,40,0,28.77,AR
579,Kolokani,13.5728,-8.0339,101.73,scattered clouds,16,47,10.0,ML
580,Nyakabindi,-2.6333,33.9833,69.67,light rain,78,87,2.28,TZ
581,Ouahigouya,13.5828,-2.4216,102.78,broken clouds,12,78,12.68,BF
582,Sobolevo,54.4299,31.8996,51.24,broken clouds,79,74,12.01,RU
583,Niksic,42.7731,18.9445,57.67,broken clouds,85,65,0.6,ME
584,Amalapuram,16.5833,82.0167,79.81,broken clouds,87,80,1.95,IN
585,Les Cayes,18.2,-73.75,83.39,scattered clouds,69,27,10.07,HT
586,Aripuana,-9.1667,-60.6333,89.44,few clouds,48,20,4.43,BR
587,Parabel,58.6978,81.4825,24.94,overcast clouds,70,100,16.2,RU
588,Camacha,33.0833,-16.3333,63.82,few clouds,68,20,11.5,PT
589,Soledad,10.9184,-74.7646,87.93,scattered clouds,70,40,4.61,CO
590,Gornozavodsk,58.3758,58.3211,40.71,broken clouds,84,64,4.94,RU
591,Nicolas Bravo,18.45,-88.9167,98.6,few clouds,37,19,6.24,MX
592,Harindanga,22.0383,88.3214,83.01,scattered clouds,73,25,8.5,IN
593,Tres Palos,18.1833,-101.6167,95.52,broken clouds,20,65,5.99,MX
594,Sembakung,3.8167,117.25,73.98,overcast clouds,99,100,2.19,ID
595,Herat,34.5,62.0,80.47,clear sky,24,2,8.32,AF
596,Yichun,47.7,128.9,31.66,clear sky,92,4,3.18,CN
597,Constitucion,-35.3333,-72.4167,64.65,clear sky,54,0,6.42,CL
598,Kiama,-34.6833,150.8667,56.37,clear sky,59,0,15.99,AU
599,Bull Savanna,17.8868,-77.5902,82.42,few clouds,66,12,15.43,JM
600,Vereeniging,-26.6731,27.9261,61.32,broken clouds,34,66,8.3,ZA
601,Ulaangom,49.9811,92.0667,59.63,clear sky,27,9,5.68,MN
602,Pitkyaranta,61.5734,31.4792,45.48,few clouds,77,15,14.65,RU
603,Shelburne,44.0787,-80.2041,58.91,clear sky,44,0,12.48,CA
604,Gillette,44.2911,-105.5022,68.11,clear sky,36,0,24.16,US
605,Hukuntsi,-24.0,21.75,65.64,scattered clouds,31,32,9.57,BW
606,Khasan,42.4308,130.6434,45.86,clear sky,44,0,6.96,RU
607,Cuamba,-14.8031,36.5372,73.06,overcast clouds,65,91,2.89,MZ
608,Kirksville,40.1948,-92.5833,69.91,clear sky,43,0,13.0,US
609,Burnie,-41.0667,145.9167,52.95,broken clouds,71,67,9.98,AU
610,Jalingo,8.8833,11.3667,88.79,broken clouds,52,54,3.71,NG
611,Lebedyn,50.5852,34.4849,52.14,overcast clouds,60,99,6.93,UA
612,Pangody,65.85,74.4859,5.09,clear sky,96,7,4.34,RU
613,Belgrade,44.804,20.4651,65.86,clear sky,40,0,11.5,RS
614,Qujing,25.4833,103.7833,55.94,broken clouds,95,51,1.68,CN
615,Limon,10.0,-83.0333,85.89,few clouds,74,20,8.05,CR
616,Vardo,70.3705,31.1107,39.18,broken clouds,70,75,19.57,NO
617,Praia Da Vitoria,38.7333,-27.0667,67.75,broken clouds,82,75,2.57,PT
618,Pacifica,37.6138,-122.4869,66.22,mist,75,40,24.16,US
619,Turukhansk,65.8167,87.9833,15.78,overcast clouds,86,100,22.15,RU
620,Aleksandrovka,46.8383,32.7612,52.5,scattered clouds,54,34,5.84,UA
621,Baijiantan,45.6333,85.1833,75.34,overcast clouds,38,100,7.02,CN
622,Acajutla,13.5928,-89.8275,86.54,broken clouds,65,78,8.59,SV
623,Berlevag,70.8578,29.0864,39.0,few clouds,81,20,29.93,NO
624,Okhotsk,59.3833,143.3,32.22,scattered clouds,78,39,7.94,RU
625,Laguna,38.421,-121.4238,69.3,clear sky,47,0,5.75,US
626,North Augusta,33.5018,-81.9651,74.01,overcast clouds,58,100,21.85,US
627,Sioux Lookout,50.1001,-91.917,64.47,broken clouds,34,75,8.05,CA
628,Alofi,-19.0595,-169.9187,75.09,scattered clouds,94,47,10.36,NU
629,Rio Grande,-32.035,-52.0986,77.11,clear sky,60,0,5.5,BR
630,College,64.8569,-147.8028,43.07,mist,94,100,1.01,US
631,Harper,4.375,-7.7169,82.44,overcast clouds,76,95,9.44,LR
632,Sterling,39.0062,-77.4286,52.14,light rain,96,100,15.99,US
633,Groton,41.3501,-72.0784,54.01,overcast clouds,62,100,27.63,US
634,Bilma,18.6853,12.9164,97.95,overcast clouds,9,87,5.21,NE
635,Mackay,-21.15,149.2,73.69,overcast clouds,89,98,15.14,AU
636,Soe,-9.8607,124.284,67.15,broken clouds,94,56,4.36,ID
637,Stillwater,36.1156,-97.0584,80.87,clear sky,58,0,16.11,US
638,Betare Oya,5.6,14.0833,74.35,broken clouds,79,77,1.1,CM
639,Muros,42.7762,-9.0603,74.68,overcast clouds,41,100,4.65,ES
640,Ovre Ardal,61.3167,7.8,36.36,broken clouds,74,80,5.19,NO
641,Yamada,39.4667,141.95,53.85,overcast clouds,87,100,5.73,JP
642,Wawa,9.9022,4.4192,91.54,overcast clouds,39,97,1.88,NG
643,Mareeba,-17.0,145.4333,72.45,moderate rain,90,90,2.82,AU
644,Boden,65.8252,21.6886,46.4,broken clouds,50,56,10.38,SE
645,Udachnyy,66.4167,112.4,28.45,overcast clouds,86,100,4.85,RU
646,Yatou,37.15,122.3833,52.7,overcast clouds,38,88,9.33,CN
647,Astana,51.1801,71.446,39.15,clear sky,41,0,8.95,KZ
648,Tambura,5.6,27.4667,76.12,overcast clouds,73,95,1.77,SS
649,Maceio,-9.6658,-35.7353,83.64,broken clouds,69,75,12.66,BR
650,Nowy Dwor Mazowiecki,52.4302,20.7165,66.11,clear sky,56,0,2.3,PL
651,Pangai,-19.8,-174.35,77.11,broken clouds,78,75,6.91,TO
652,Zarand,30.8127,56.564,63.75,light rain,55,92,3.98,IR
653,Chkalovsk,56.7647,43.2433,47.57,broken clouds,70,83,10.07,RU
654,Tanabe,33.7333,135.3667,60.93,broken clouds,84,54,9.53,JP
655,Patitirion,39.15,23.8667,58.55,few clouds,73,14,7.16,GR
656,Sabinas,27.85,-101.1167,102.81,clear sky,19,0,11.16,MX
657,Belaya Gora,68.5333,146.4167,16.29,overcast clouds,91,96,12.12,RU
658,Atherton,53.5237,-2.4935,61.21,overcast clouds,70,100,3.0,GB
659,Puerto Escondido,15.85,-97.0667,89.24,overcast clouds,46,97,5.53,MX
660,Ormara,25.2088,64.6357,81.36,clear sky,83,0,14.88,PK
661,Thinadhoo,0.5333,72.9333,84.06,broken clouds,77,55,14.58,MV
662,Rosetta,31.4044,30.4164,64.98,broken clouds,69,83,7.9,EG
663,Ukiah,39.1502,-123.2078,62.44,few clouds,62,20,13.8,US
664,Hinesburg,44.3292,-73.1107,64.11,broken clouds,28,75,6.91,US
665,Toamasina,-18.1667,49.3833,75.2,broken clouds,94,75,3.44,MG
666,Saint Anthony,45.0205,-93.218,72.93,clear sky,33,0,19.57,US
667,Nortelandia,-14.4547,-56.8028,87.67,clear sky,30,0,6.04,BR
668,Leirvik,59.7798,5.5005,47.62,scattered clouds,59,43,23.33,NO
669,Zhigansk,66.7697,123.3711,22.75,overcast clouds,88,100,6.96,RU
670,Lakes Entrance,-37.8811,147.981,56.16,overcast clouds,71,98,16.44,AU
671,Muswellbrook,-32.2667,150.9,46.33,broken clouds,81,68,4.32,AU
672,Port Augusta,-32.5,137.7667,52.0,clear sky,61,0,4.21,AU
673,Marsa Matruh,31.3525,27.2453,66.81,overcast clouds,60,100,9.89,EG
674,Wuwei,37.9281,102.6414,60.87,overcast clouds,29,100,5.44,CN
675,Vestmanna,62.1564,-7.1664,45.52,broken clouds,71,75,5.75,FO
676,Pervomayskoye,43.919,46.7102,48.22,overcast clouds,77,100,9.69,RU
677,Harsud,22.1,76.7333,96.73,scattered clouds,19,38,4.47,IN
678,El Alto,-4.2714,-81.2147,78.46,broken clouds,69,79,13.91,PE
679,Santiago Del Estero,-27.7951,-64.2615,79.74,overcast clouds,38,92,11.52,AR
680,Ust-Nera,64.5667,143.2,22.01,light snow,96,98,2.51,RU
681,Taos,36.4072,-105.5731,75.6,clear sky,16,0,18.41,US
682,Poronaysk,49.2167,143.1167,32.4,snow,99,100,18.43,RU
683,Sechenovo,55.2244,45.8906,46.31,scattered clouds,62,26,6.98,RU
684,Paso Del Macho,18.9667,-96.7167,97.99,scattered clouds,30,32,6.33,MX
685,Nokia,61.4667,23.5,44.02,clear sky,87,0,9.22,FI
686,Kodinsk,58.6881,99.1844,35.78,scattered clouds,63,39,13.89,RU
687,Yamoussoukro,6.8206,-5.2767,85.86,overcast clouds,74,100,4.59,CI
688,Vanderhoof,54.0166,-124.0198,47.34,overcast clouds,43,99,7.54,CA
689,Nouadhibou,20.931,-17.0347,66.18,sand,82,3,23.02,MR
690,Jonava,55.0833,24.2833,57.25,light rain,80,98,8.05,LT
691,Negara,-8.3151,114.6025,77.88,scattered clouds,90,30,2.93,ID
692,Camocim,-2.9022,-40.8411,82.45,broken clouds,82,73,9.01,BR
693,Astara,38.5,48.6667,51.78,moderate rain,99,100,4.36,AZ
694,Prince Rupert,54.3161,-130.3201,49.69,broken clouds,75,75,4.61,CA
695,Muli,2.9167,73.5667,84.45,overcast clouds,77,86,14.52,MV
696,Illapel,-31.6308,-71.1653,70.84,broken clouds,53,51,4.99,CL
697,Sechura,-5.5569,-80.8222,79.68,clear sky,58,9,10.0,PE
698,Czestochowa,50.7965,19.1241,62.08,overcast clouds,63,92,5.86,PL
